"Provider","Year","Days","Longitude","Latitude","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","Species","X","Y","Tapir","Cat","OnTrail","Presence"
"Angelica Diaz-Pulido",2014,37,-76.87405614,5.13308924,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8557580.78471833,566848.914736254,0,0,0,0
"Angelica Diaz-Pulido",2014,36,-76.86742145,5.12360235,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8556842.21440595,565803.996174436,0,0,0,0
"Angelica Diaz-Pulido",2014,35,-76.85961848,5.1263952,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8555973.59175888,566111.611809985,0,0,0,0
"Angelica Diaz-Pulido",2014,36,-76.87541317,5.12263876,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8557731.84860692,565697.862225795,0,0,0,0
"Angelica Diaz-Pulido",2014,31,-76.89136066,5.07583162,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8559507.11507315,560542.135435824,0,0,0,0
"Angelica Diaz-Pulido",2014,36,-76.88639648,5.08301851,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8558954.50508334,561333.78288473,0,0,0,0
"Angelica Diaz-Pulido",2014,36,-76.87705795,5.08423615,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8557914.94467898,561467.907030313,0,0,0,0
"Angelica Diaz-Pulido",2014,36,-76.87244573,5.09335399,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8557401.51469716,562472.237490773,0,0,0,0
"Angelica Diaz-Pulido",2014,36,-76.86267888,5.09393628,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8556314.2739285,562536.376288025,0,0,0,0
"Angelica Diaz-Pulido",2014,36,-76.86311348,5.10269084,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8556362.6533792,563500.677541348,0,0,0,0
"Angelica Diaz-Pulido",2014,36,-76.86243346,5.10893662,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8556286.95389907,564188.632728545,0,0,0,0
"Angelica Diaz-Pulido",2015,53,-76.50135884,7.18841027,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8516092.3110623,792825.064752414,0,0,0,0
"Angelica Diaz-Pulido",2015,53,-76.49760056,7.19691312,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8515673.94124644,793758.058403188,0,0,0,0
"Angelica Diaz-Pulido",2015,53,-76.50693867,7.19566103,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8516713.45489661,793620.671181665,0,0,0,0
"Angelica Diaz-Pulido",2015,52,-76.48501413,7.18639551,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8514272.82626793,792603.988350856,0,0,0,0
"Angelica Diaz-Pulido",2015,52,-76.48612297,7.19545509,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8514396.26177211,793598.074109043,0,0,0,0
"Angelica Diaz-Pulido",2015,52,-76.49180205,7.19152791,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8515028.45406588,793167.156535836,0,0,0,0
"Angelica Diaz-Pulido",2015,59,-76.50125298,7.17944297,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8516080.526781,791841.08989759,0,0,0,0
"Angelica Diaz-Pulido",2015,59,-76.50288451,7.17521111,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8516262.14786982,791376.724629695,0,0,0,0
"Angelica Diaz-Pulido",2015,59,-76.51099912,7.17406858,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8517165.462123,791251.353209113,0,0,0,0
"Angelica Diaz-Pulido",2015,24,-76.50820049,7.18214865,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8516853.92005648,792137.984050448,0,0,0,0
"Angelica Diaz-Pulido",2015,58,-76.51706871,7.17979342,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8517841.12579113,791879.54485833,0,0,0,0
"Angelica Diaz-Pulido",2015,56,-76.52376392,7.18554617,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8518586.43315908,792510.791341248,0,0,0,0
"Angelica Diaz-Pulido",2015,58,-76.5182809,7.19026267,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8517976.06616467,793028.324807781,0,0,0,0
"Angelica Diaz-Pulido",2015,48,-76.49353928,7.17436773,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8515221.84162487,791284.179388117,0,0,0,0
"Angelica Diaz-Pulido",2015,41,-76.4877939,7.16720162,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8514582.26884886,790497.825596816,0,0,0,0
"Angelica Diaz-Pulido",2015,48,-76.48458414,7.17762871,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8514224.96000009,791642.010260825,0,0,0,0
"Antonio de la Torre & Marina Rivero",2015,27,-93.19360805,15.94617331,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-10374264.9933139,1741148.27720463,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,41,-93.19634446,15.9543524,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-10374569.6090817,1742018.73529938,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,101,-93.42877081,15.97029667,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-10400443.1920107,1743715.50158886,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,76,-93.4442857,15.96711018,1,1,1,1,0,1,1,NA,NA,NA,"Tapirus bairdii",-10402170.3016652,1743376.41043671,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,77,-93.43655328,15.96944029,0,1,1,1,1,1,1,NA,NA,NA,"Tapirus bairdii",-10401309.5326082,1743624.37020825,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,113,-93.44234108,15.96669833,0,0,1,0,0,1,1,1,1,1,"Tapirus bairdii",-10401953.827557,1743332.58292908,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,129,-93.17609274,15.97292082,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-10372315.1979236,1743994.74723346,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,133,-93.15780481,15.97382096,0,1,0,0,1,0,1,0,1,0,"Tapirus bairdii",-10370279.3948684,1744090.53368493,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,133,-93.1751897,15.97688125,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-10372214.6719707,1744416.18468505,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,128,-93.16958855,15.99521061,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-10371591.1548048,1746366.54338417,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,128,-93.15934339,15.99313916,1,0,0,1,0,0,0,0,0,1,"Tapirus bairdii",-10370450.6688105,1746146.13686914,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,92,-93.14977856,15.97563478,0,0,0,0,0,0,1,0,0,NA,"Tapirus bairdii",-10369385.9168054,1744283.54614155,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,86,-93.17220584,15.94092994,0,1,0,0,1,0,0,0,NA,NA,"Tapirus bairdii",-10371882.5101949,1740590.23433648,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,86,-93.16064194,15.93380596,0,1,1,1,1,0,1,1,NA,NA,"Tapirus bairdii",-10370595.2227353,1739832.01858125,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,82,-93.263159,15.95623387,0,0,0,0,0,0,0,0,NA,NA,"Tapirus bairdii",-10382007.3696521,1742218.9654851,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,79,-93.24791381,15.96022068,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-10380310.2828643,1742643.24453676,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,48,-93.18335167,15.86736763,0,0,0,1,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-10373123.2583149,1732759.62626188,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,47,-93.17319827,15.89965048,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-10371992.9869971,1736196.43579243,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,45,-93.20787281,15.87914328,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-10375852.9391334,1734013.3159375,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,51,-93.24694778,15.88853139,0,0,0,1,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-10380202.7448966,1735012.76595526,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,65,-93.17577671,15.92125508,0,0,1,0,1,0,NA,NA,NA,NA,"Tapirus bairdii",-10372280.017625,1738496.14596068,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,56,-93.15476702,15.92435396,1,1,1,1,1,NA,NA,NA,NA,NA,"Tapirus bairdii",-10369941.2296324,1738825.98769061,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,47,-93.17357451,15.89174881,0,0,1,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-10372034.8698423,1735355.2792299,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,122,-93.26812432,15.88134615,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-10382560.1065461,1734247.83564038,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,122,-93.28399278,15.89338581,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-10384326.575433,1735529.54545441,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,122,-93.29049336,15.88610869,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-10385050.2166885,1734754.85177306,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,57,-93.48117246,15.9762157,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-10406276.5170054,1744345.36271767,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,72,-93.47791061,15.96029419,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-10405913.4095243,1742651.06744402,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,77,-93.47587476,15.96477359,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-10405686.779739,1743127.75826726,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,114,-93.46418336,16.03304328,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-10404385.2990444,1750391.62465479,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,114,-93.45350019,16.03365374,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-10403196.0539999,1750456.56641771,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,81,-93.47259348,16.03578215,0,0,0,0,0,0,0,0,NA,NA,"Tapirus bairdii",-10405321.5093203,1750682.9887413,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,81,-93.47815655,16.01660476,0,0,0,0,0,0,0,0,NA,NA,"Tapirus bairdii",-10405940.7874399,1748642.79431764,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,81,-93.48170289,16.02988581,0,0,0,0,0,0,0,0,NA,NA,"Tapirus bairdii",-10406335.5642029,1750055.72458326,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,89,-93.45274998,15.97034702,1,1,1,1,1,1,1,1,NA,NA,"Tapirus bairdii",-10403112.5410047,1743720.85955481,1,0,1,1
"Antonio de la Torre & Marina Rivero",2015,68,-93.46086253,15.97494933,0,0,0,0,0,0,NA,NA,NA,NA,"Tapirus bairdii",-10404015.6259397,1744210.60614492,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,86,-93.44793268,15.98085276,0,0,0,0,0,0,0,0,NA,NA,"Tapirus bairdii",-10402576.2816217,1744838.79301411,1,0,1,0
"Antonio de la Torre & Marina Rivero",2015,86,-93.44727121,15.97335982,0,1,0,1,0,1,0,0,NA,NA,"Tapirus bairdii",-10402502.6471181,1744041.46252156,1,0,1,1
"Carolina Saenz Bolanos",2009,51,-83.5208,9.9848,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9297492.92664684,1098629.66907849,0,0,1,0
"Carolina Saenz Bolanos",2009,51,-83.53301,9.97837,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9298852.13762943,1097929.1566626,0,0,1,0
"Carolina Saenz Bolanos",2009,51,-83.50827,9.99307,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9296098.0934272,1099530.61934828,0,0,0,0
"Carolina Saenz Bolanos",2009,51,-83.50468,10.02138,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9295698.45645525,1102614.59804888,0,0,0,0
"Carolina Saenz Bolanos",2009,51,-83.4817,9.98511,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9293140.33455683,1098663.44149826,0,0,0,0
"Carolina Saenz Bolanos",2009,51,-83.49767,10.00423,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9294918.10682479,1100746.37659036,0,0,1,0
"Carolina Saenz Bolanos",2009,51,-83.5298,10.01783,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9298494.80206398,1102227.88954787,0,0,0,0
"Carolina Saenz Bolanos",2009,51,-83.321658,9.595156,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9275324.54061129,1056156.11854036,0,0,0,0
"Carolina Saenz Bolanos",2009,51,-83.5149,10.00723,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9296836.14165116,1101073.18611637,0,0,0,0
"Carolina Saenz Bolanos",2009,51,-83.48359,10.02193,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9293350.72839443,1102674.51026462,0,0,0,0
"Carolina Saenz Bolanos",2009,51,-83.46263,10.01584,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9291017.4718674,1102011.11312005,0,0,0,0
"Carolina Saenz Bolanos",2009,51,-83.45253,9.98379,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9289893.14501039,1098519.63613868,0,0,1,0
"Carolina Saenz Bolanos",2009,51,-83.47363,10.00291,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9292241.98626612,1100602.57946742,0,0,0,0
"Carolina Saenz Bolanos",2009,51,-83.44085,10.00068,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9288592.93335792,1100359.64818654,0,0,0,0
"Carolina Saenz Bolanos",2009,51,-83.44757,9.96448,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9289341.00033605,1096415.87313805,0,0,1,0
"Carolina Saenz Bolanos",2014,119,-83.44228,9.95713,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9288752.12022975,1095615.08215307,0,0,1,0
"Carolina Saenz Bolanos",2014,332,-83.43005,9.99758,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9287390.68285735,1100021.93832688,0,0,1,0
"Carolina Saenz Bolanos",2014,345,-83.41903,9.90101,0,0,1,0,0,0,0,0,0,0,"Tapirus bairdii",-9286163.94206881,1089500.16520777,0,0,1,1
"Carolina Saenz Bolanos",2014,345,-83.43692,9.94375,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9288155.4477591,1094157.27062175,0,0,1,0
"Carolina Saenz Bolanos",2014,346,-83.42914,9.93817,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9287289.38212073,1093549.28719584,0,0,1,0
"Carolina Saenz Bolanos",2014,346,-83.43624,9.92797,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9288079.75050537,1092437.89352844,0,0,1,0
"LaRoy Brandt",2017,183,-83.781013,10.448948,1,0,1,1,0,0,1,1,0,1,"Tapirus bairdii",-9326459.70530463,1149159.8410296,0,0,1,1
"LaRoy Brandt",2017,77,-83.781731,10.446241,0,1,1,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-9326539.63269902,1148865.34927515,0,0,1,1
"LaRoy Brandt",2017,63,-83.781504,10.450909,0,0,0,0,0,0,NA,NA,NA,NA,"Tapirus bairdii",-9326514.36317461,1149373.17464783,0,0,1,0
"LaRoy Brandt",2017,106,-83.781583,10.436467,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9326523.15741439,1147802.02504217,0,0,0,0
"LaRoy Brandt",2014,1315,-83.786778,10.436141,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9327101.46216906,1147766.55858181,0,0,1,0
"LaRoy Brandt",2017,70,-83.784733,10.437517,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-9326873.81381038,1147916.25726038,0,0,0,0
"LaRoy Brandt",2017,213,-83.787829,10.4494,0,1,0,0,0,1,1,1,1,0,"Tapirus bairdii",-9327218.45895388,1149209.01340266,0,0,0,1
"LaRoy Brandt",2017,91,-83.7863,10.44875,1,0,0,0,0,0,1,1,0,NA,"Tapirus bairdii",-9327048.25145246,1149138.30089733,0,0,0,1
"Chris Jordan",2012,120,-84.61608,14.16629,0,0,0,0,0,1,1,0,0,0,"Tapirus bairdii",-9419418.9385229,1550930.84438983,1,0,0,1
"Chris Jordan",2012,121,-84.59676,14.18704,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9417268.24596077,1553157.17213508,1,0,0,0
"Chris Jordan",2012,47,-84.60175,14.17144,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9417823.73021983,1551483.42136326,1,0,0,0
"Chris Jordan",2012,95,-84.02607,14.49437,0,0,1,0,0,0,1,0,0,NA,"Tapirus bairdii",-9353739.32575996,1586108.08209118,1,0,0,1
"Chris Jordan",2012,119,-84.18185,14.22551,0,1,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9371080.67603574,1557284.20427289,1,0,0,1
"Chris Jordan",2012,79,-84.3191,13.61847,0,1,0,0,0,0,1,NA,NA,NA,"Tapirus bairdii",-9386359.27614711,1492082.7605829,1,0,0,1
"Chris Jordan",2012,119,-84.30495,13.62183,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9384784.10535239,1492444.11031772,1,0,0,0
